Parent ID number,ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
PN LP-BUT InfoCom JOU 2022-C2,PN LP-BUT InfoCom JOU 2022-C2-L1,⭐ Informer et communiquer en contexte pré-professionnel,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C2,PN LP-BUT InfoCom JOU 2022-C2-L2,⭐⭐ Informer et communiquer en contexte professionnel,"<p>Informer et communiquer en<br>contexte professionnel (en fonction<br>des objectifs, cibles, messages et&nbsp;supports)</p>",,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3,PN LP-BUT InfoCom JOU 2022-C3-L1,⭐ Identifier les droits et devoirs des journalistes,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C3,PN LP-BUT InfoCom JOU 2022-C3-L2,⭐⭐ Gérer les situations conflictuelles et défendre la liberté d'informer,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4,PN LP-BUT InfoCom JOU 2022-C4-L1,⭐ Collecter,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C4,PN LP-BUT InfoCom JOU 2022-C4-L2,⭐⭐ Enquêter,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C5,PN LP-BUT InfoCom JOU 2022-C5-L1,⭐ S'approprier les bases des écritures journalistiques,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C5,PN LP-BUT InfoCom JOU 2022-C5-L2,⭐⭐ Approfondir la maîtrise des écritures journalistique,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C5,PN LP-BUT InfoCom JOU 2022-C5-L3,⭐⭐⭐ Intégrer les écritures à un projet éditorial,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C6,PN LP-BUT InfoCom JOU 2022-C6-L2,⭐⭐ S'inscrire dans un cadre de diffusion,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C6,PN LP-BUT InfoCom JOU 2022-C6-L3,⭐⭐⭐ Déployer une stratégie de diffusion,,,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C1-L1,PN LP-BUT InfoCom JOU 2022-C1-L1-P1,Identifier les dynamiques de transformation des sociétés,"<p>Identifier les dynamiques de transformation des soci&eacute;t&eacute;s d'un point de vue culturel, &eacute;conomique, social, soci&eacute;tal</p>",,,,,,,,,,
PN LP-BUT InfoCom JOU 2022-C1-L1,PN LP-BUT InfoCom JOU 2022-C1-L1-P2,Se familiariser avec les notions et les concepts d'information et de communication,<p>Se familiariser avec les notions et les concepts d'information et de communication pour appr&eacute;hender les enjeux des soci&eacute;t&eacute;s contemporaires</p>,,,,,,,,,,
